"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"AVA","Avista Corporation","51.48","3380561304.12","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ava",
"AZRE","Azure Power Global Limited","14.25","370287062.25","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/azre",
"BCE","BCE, Inc.","42.75","38520083252.25","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bce",
"BKH","Black Hills Corporation","53.13","2847557180.16","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bkh",
"BKHU","Black Hills Corporation","58.27","0","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bkhu",
"BWP","Boardwalk Pipeline Partners L.P.","10.54","2638128082.28","n/a","2005","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/bwp",
"BEP","Brookfield Renewable Partners L.P.","30.87","5570932632.3","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bep",
"BT","BT Group plc","17.21","34151189145.03","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bt",
"CDZI","Cadiz, Inc.","13.5","313423222.5","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cdzi",
"CWT","California Water  Service Group Holding","37.65","1807627176.9","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cwt",
"CWST","Casella Waste Systems, Inc.","24.09","1018585184.1","n/a","1997","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/cwst",
"CEL","Cellcom Israel, Ltd.","6.9907","706372184.6199","n/a","2007","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cel",
"CNP","CenterPoint Energy, Inc.","26.67","11507328449.61","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cnp",
"EBR","Centrais Electricas Brasileiras S.A.- Eletrobras","5.64","7628854761.72","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ebr",
"CEPU","Central Puerto S.A.","16.6","332000000","n/a","2018","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cepu",
"CTL","CenturyLink, Inc.","17.05","18241141712.2","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ctl",
"CQH","Cheniere Energy Partners LP Holdings, LLC","27.18","6297606000","n/a","2013","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/cqh",
"CQP","Cheniere Energy Partners, LP","29.54","14297452253.42","n/a","2007","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/cqp",
"LNG","Cheniere Energy, Inc.","55.95","13296892085.25","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/lng",
"CPK","Chesapeake Utilities Corporation","74.3","1215675796","n/a","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/cpk",
"CHL","China Mobile (Hong Kong) Ltd.","47.04","192633343076.16","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/chl",
"CHA","China Telecom Corp Ltd","45.72","37002110400","n/a","2002","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cha",
"CHU","China Unicom (Hong Kong) Ltd","13.08","40022346636.72","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/chu",
"CHT","Chunghwa Telecom Co., Ltd.","38.78","30083379466","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cht",
"CIEN","Ciena Corporation","25.61","3677261149.25","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cien",
"CBB","Cincinnati Bell Inc","14.15","599877236.65","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cbb",
"CLNE","Clean Energy Fuels Corp.","1.62","246879171","n/a","2007","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/clne",
"CLFD","Clearfield, Inc.","13.25","183086631.75","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","6.8779","57871702.9187","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clro",
"CMS","CMS Energy Corporation","44.21","12488053520.4","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","103.01","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cms^b",
"CMSA","CMS Energy Corporation","24.4","0","n/a","2018","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/cmsa",
"CNXM","CNX Midstream Partners LP","17.76","1129389302.4","n/a","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/cnxm",
"JCS","Communications Systems, Inc.","3.79","34042420.51","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/jcs",
"CIG","Comp En De Mn Cemig ADS","2.35","3043864952.7","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cig",
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","9.91","6773582801.79","n/a","2002","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sbs",
"ELP","Companhia Paranaense de Energia (COPEL)","7.4","2025049775","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elp",
"CTWS","Connecticut Water Service, Inc.","63.36","765557210.88","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/ctws",
"CNSL","Consolidated Communications Holdings, Inc.","10.9","771473158.6","n/a","2005","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/cnsl",
"ED","Consolidated Edison Inc","76.69","23821488138.94","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ed",
"CWCO","Consolidated Water Co. Ltd.","13.6","203269421.6","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cwco",
"CPL","CPFL Energia S.A.","14.21","7232284270.33","n/a","2004","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cpl",
"DZSI","DASAN Zhone Solutions, Inc.","11.18","183698166.34","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/dzsi",
"DCP","DCP Midstream LP","35.53","5091798188.84","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/dcp",
"DM","Dominion Energy Midstream Partners, LP","15","1498988385","n/a","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/dm",
"D","Dominion Energy, Inc.","63.94","41718384345.72","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/d",
"DCUD","Dominion Energy, Inc.","44.69","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dcud",
"DRUA","Dominion Energy, Inc.","24.68","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/drua",
"DTE","DTE Energy Company","102.44","18407701851.24","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","24.54","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtj",
"DTQ","DTE Energy Company","24.4","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtq",
"DTV","DTE Energy Company","51.16","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtv",
"DTW","DTE Energy Company","24.17","0","n/a","2017","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dtw",
"DTY","DTE Energy Company","25.92","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/dty",
"DUK","Duke Energy Corporation","76.67","53715409807.73","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/duk",
"DUKH","Duke Energy Corporation","25.37","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/dukh",
"EIX","Edison International","63.44","20669462908.64","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/eix",
"EP^C","El Paso Corporation","47.03","0","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","48.9","1988323046.7","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ee",
"ELLO","Ellomay Capital Ltd.","8.3849","89513067.0292","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ello",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","58.7","2660445718.5","n/a","2007","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/edn",
"ENBL","Enable Midstream Partners, LP","13.47","5826889157.58","n/a","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/enbl",
"ENIA","Enel Americas S.A.","11.96","13742671846.8","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/enia",
"ENIC","Enel Chile S.A.","6.41","6293693466.55","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/enic",
"EOCC","Enel Generacion Chile S.A.","24.67","6744576174.73","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/eocc",
"ETE","Energy Transfer Equity, L.P.","14.75","15917397024.75","n/a","2006","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/ete",
"ENLK","EnLink Midstream Partners, LP","13.75","4812815301.25","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/enlk",
"ENLC","EnLink Midstream, LLC","14.2","2568543839.8","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/enlc",
"ESNC","EnSync, Inc.","0.3774","21157784.0814","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/esnc",
"EAB","Entergy Arkansas, Inc.","24.4","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","24.3","0","n/a","2013","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, Inc.","24.27","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","78.65","14273953493.8","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","23.93","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","24.76","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","24.19","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, Inc.","24.01","0","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, LLC","24.3915","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, LLC","25.12","0","n/a","2016","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/eno",
"EZT","Entergy Texas Inc","25.18","0","n/a","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","25.76","55669805139.2","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/epd",
"EQGP","EQT GP Holdings, LP","23.53","6262862450","n/a","2015","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","59.6","4802672776.8","n/a","2012","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/eqm",
"ESTR","Estre Ambiental, Inc.","10.23","473137500","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/estr",
"ESTRW","Estre Ambiental, Inc.","0.6","0","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/estrw",
"ES","Eversource Energy","59.03","18705769246.24","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/es",
"EXC","Exelon Corporation","38.34","36997598474.46","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/exc",
"FN","Fabrinet","33.45","1247981467.35","n/a","2010","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/fn",
"FE","FirstEnergy Corporation","34.41","16407867024.24","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/fe",
"FTS","Fortis Inc.","33.28","14079030784","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/fts",
"FTR","Frontier Communications Corporation","8.27","647688958.57","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ftr",
"FTRPR","Frontier Communications Corporation","12.88","0","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ftrpr",
"FTNW","FTE Networks, Inc.","19","106348624","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ftnw",
"GLIBA","GCI Liberty, Inc.","51.08","5567937090","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/gliba",
"GLIBP","GCI Liberty, Inc.","23.95","859685250","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/glibp",
"GNE","Genie Energy Ltd.","3.88","96492542.56","n/a","2011","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/gne",
"GPJA","Georgia Power Company","24.75","0","n/a","2017","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/gpja",
"GWRS","Global Water Resources, Inc.","8.89","174521954.74","n/a","2016","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/gwrs",
"GLOW","Glowpoint, Inc.","0.2179","10000301.5105","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/glow",
"GXP","Great Plains Energy Inc","30.61","6601511557.73","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/gxp",
"GTT","GTT Communications, Inc.","49.7","2233919923.9","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/gtt",
"HE","Hawaiian Electric Industries, Inc.","34.18","3720190746.26","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/he",
"HNP","Huaneng Power International, Inc.","25.06","9523040225.16","n/a","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/hnp",
"IDA","IDACORP, Inc.","85.74","4323012257.58","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ida",
"IDT","IDT Corporation","5.84","145148989.36","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/idt",
"INFN","Infinera Corporation","11.34","1696903606.44","n/a","2007","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/infn",
"IGLD","Internet Gold Golden Lines Ltd.","4.3","82573699.8","n/a","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/igld",
"JSYN","Jensyn Acquistion Corp.","10.55","35279136.7","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsyn",
"JSYNR","Jensyn Acquistion Corp.","0.47","0","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynr",
"JSYNU","Jensyn Acquistion Corp.","10.5","0","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynu",
"JSYNW","Jensyn Acquistion Corp.","0.249","0","n/a","2016","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/jsynw",
"JE","Just Energy Group, Inc.","4.42","655691176.4","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/je",
"KEN","Kenon Holdings Ltd.","15.8","850462634.2","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ken",
"KMI","Kinder Morgan, Inc.","15.33","33819073550.22","n/a","2011","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/kmi",
"KEP","Korea Electric Power Corporation","16.12","20696921842.48","n/a","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/kep",
"KT","KT Corporation","13.31","6521145136.66","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/kt",
"LOOP","Loop Industries, Inc.","13.25","434694565.25","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/loop",
"CALL","magicJack VocalTec Ltd","8.45","136803759.3","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/call",
"MTSL","MER Telemanagement Solutions Ltd.","1.67","4873146.84","n/a","1997","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mtsl",
"MSEX","Middlesex Water Company","39.01","637889179.4","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/msex",
"MBT","Mobile TeleSystems OJSC","9.73","9510288193.28","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mbt",
"NFG","National Fuel Gas Company","51.49","4417933549.22","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nfg",
"NGG","National Grid Transco, PLC","58.88","39505980131.84","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/ngg",
"NTGR","NETGEAR, Inc.","60.85","1909544924.7","n/a","2003","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ntgr",
"NJR","NewJersey Resources Corporation","40.2","3521313492.6","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/njr",
"NEXT","NextDecade Corporation","5.3","563907290.6","n/a","2015","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/next",
"NEP","NextEra Energy Partners, LP","38.47","2087035777.65","n/a","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","160.22","75533552184.72","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nee",
"NMK^B","Niagara Mohawk Holdings, Inc.","94.3165","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","100","0","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/nmk^c",
"NIHD","NII Holdings, Inc.","2.56","257227184.64","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/nihd",
"NI","NiSource, Inc","23.55","7949703203.25","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ni",
"NWN","Northwest Natural Gas Company","58.3","1676214082.4","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nwn",
"NWE","NorthWestern Corporation","53.27","2631899064.06","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/nwe",
"NRG","NRG Energy, Inc.","30.13","9571280707.81","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nrg",
"NYLD","NRG Yield, Inc.","17.1","3159981999.9","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nyld",
"OPTT","Ocean Power Technologies, Inc.","1.12","20553038.24","n/a","2007","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/optt",
"OGE","OGE Energy Corporation","31.61","6313498047.96","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/oge",
"OGS","ONE Gas, Inc.","66.77","3503413887.6","n/a","2014","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/ogs",
"OHGI","One Horizon Group, Inc.","0.86","27585880.3","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ohgi",
"OKE","ONEOK, Inc.","58.51","24051539648.62","n/a","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/oke",
"ORAN","Orange","17.47","46461911271.15","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/oran",
"ORA","Ormat Technologies, Inc.","55.15","2795611462.65","n/a","2004","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ora",
"OTEL","Otelco Inc.","15.7672","53429065.0312","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/otel",
"OTTR","Otter Tail Corporation","42.75","1694036893.5","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ottr",
"PCG","Pacific Gas & Electric Co.","45.34","23391283455.5","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/pcg",
"PAM","Pampa Energia S.A.","58.82","4320904671.34","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pam",
"PTNR","Partner Communications Company Ltd.","4.1826","23182524.7686","5542611","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ptnr",
"PEGI","Pattern Energy Group Inc.","17.41","1706592216.57","n/a","2013","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pegi",
"PDVW","pdvWireless, Inc.","30.1","435637811.7","n/a","2015","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/pdvw",
"PNW","Pinnacle West Capital Corporation","78.14","8746098147.24","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pnw",
"PLT","Plantronics, Inc.","62.21","2068538177.95","n/a","1994","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/plt",
"PHI","PLDT Inc.","28.05","6060364488.75","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/phi",
"PNM","PNM Resources, Inc. (Holding Co.)","37.8","3010906987.2","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pnm",
"POR","Portland General Electric Company","40.22","3587938520.4","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/por",
"PPX","PPL Capital Funding, Inc.","25.35","0","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ppx",
